s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
 5.8905715E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1128365E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.9461426E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.1681024E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.0017142E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3682967E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.0572857E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7602369E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.1128573E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1996915E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.1684283E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5245845E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.2239999E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4867846E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.2795714E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0798557E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.3351430E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7908554E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.3907141E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.6160735E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.4462856E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5249724E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.5018572E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7074601E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.5574283E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.1512641E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.6129998E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2322619E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.6685714E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1682164E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.7241429E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1565724E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.7797140E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8747068E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.8352856E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1827157E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.8908571E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5103600E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.9464287E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2546377E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0019998E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.4297607E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0575713E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.6327978E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.1131429E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8747068E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.1687144E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3973968E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.2242855E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9956613E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.2798571E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9956613E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.3354286E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0777439E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.3909997E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9157481E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.4465713E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4384381E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.5021428E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5161820E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.5577144E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1986984E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.6132854E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3973968E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.6688570E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3973968E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.7244285E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.5895871E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.7800001E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3973968E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.8355717E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9913226E-015, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.8911427E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6371365E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.9467138E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9956613E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.0022858E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3585248E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.0578569E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5982645E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.1134290E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3973968E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.1690000E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1187852E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.2245711E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9913226E-015, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.2801431E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.5895871E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.3357142E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0388719E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.3912853E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.4468573E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3973968E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.5024284E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9978307E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.5579995E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0388719E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.6135715E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3973968E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.6691426E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.1965290E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.7247146E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5895871E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.7802857E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5895871E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.8358568E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7947936E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.8914288E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9956613E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.9469999E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.9913226E-015, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.0025710E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5982645E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.0581430E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1986984E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.1137141E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5939258E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.1692852E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3585248E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.2248572E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1187852E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.2804283E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7947936E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.3360003E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5939258E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.3915714E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1986984E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.4471425E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9913226E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.5027145E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0388719E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.5582856E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.5895871E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.6138567E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-7.1921904E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.6694287E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5982645E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.7249998E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.5939258E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.7805709E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.9913226E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.8361429E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3973968E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.8917140E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.9956613E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.9472860E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0388719E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0002857E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1986984E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0058428E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9956613E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0114000E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5939258E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0169571E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5939258E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0225142E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5982645E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0280714E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1921904E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0336285E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5982645E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0391857E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3930581E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0447429E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.7947936E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0503000E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.3930581E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0558572E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7580910E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0614143E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-9.5895871E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0669714E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3585248E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0725286E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0780857E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7947936E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0836428E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.5982645E-014, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0892000E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4384381E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0947571E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.0367026E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1003143E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0388719E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1058714E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9567894E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1114285E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.3973968E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1169857E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4384381E-013, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1225428E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2866029E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1281000E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0116440E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1336572E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9172314E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1392143E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1105083E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1447714E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2274097E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1503286E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.5808542E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1558857E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1803983E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1614429E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8328098E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1670000E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2042465E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1725571E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2839541E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1781143E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6464746E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
